datetime,25-EC,26-EC,27-EC,34-EC,35-EC,36-EC,63-EC,64-EC,65-EC,67-EC,8--EC,9--EC,mean_electric
2021-03-06,39070.2,16157.3,13053.7,46114.0,57448.2,23170.45,43977.8,15989.05,52074.75,21246.55,48526.55,17284.0,32842.7125
2021-03-07,30960.0,23266.1,11882.25,33180.25,52272.55,31792.8,38301.0,15503.05,73563.6,27563.65,31733.8,22964.6,32748.6375
2021-03-08,17316.65,21222.15,15920.8,50878.5,64424.15,29337.916666666668,35249.4,14604.1,67279.7,30824.1,33423.3,19119.15,33299.993055555555
2021-03-09,20928.35,11270.6,12140.35,36046.95,47970.583333333336,27172.3,63301.5,14173.5,71598.86666666667,27299.9,43782.6,19884.1,32964.13333333333
2021-03-10,20376.15,19130.4,12325.45,45446.6,47785.75,29987.45,58176.05,13193.7,69519.7,25444.8,39144.0,19317.0,33320.5875
2021-03-11,19734.1,14661.9,8194.6,34185.2,49012.35,26063.35,41105.183333333334,20356.35,57832.4,32418.0,37391.9,21842.7,30233.169444444444
2021-03-12,19998.85,9167.95,12698.75,31170.75,58422.8,18873.4,63446.5,12382.85,59127.4,28822.15,41760.05,16545.45,31034.74166666667
2021-03-13,19474.866666666665,43991.4,9313.65,28431.2,42676.75,57986.7,49251.05,0.0,72490.75,22847.85,39091.75,19085.6,33720.13055555555
2021-03-14,30464.15,5344.3,11887.05,33226.25,45964.85,41515.0,67177.15,0.0,58365.8,32911.8,34684.6,21488.0,31919.079166666666
2021-03-15,26585.75,17224.0,6986.25,30458.85,49415.35,24052.8,56210.5,0.0,37585.75,35580.5,37778.85,15694.4,28131.083333333332
2021-03-16,19042.05,16038.45,11752.95,34986.0,45074.4,24052.05,57699.3,0.0,66147.15,24068.7,49073.8,17499.15,30452.833333333332
2021-03-17,20079.25,12799.2,8844.9,48608.25,44692.9,24191.65,62416.55,376.25,58136.65,25497.1,29740.4,16015.7,29283.233333333334
2021-03-18,20454.55,14208.15,15146.1,34235.3,50830.3,29352.9,35370.15,0.0,45171.85,34144.35,37338.15,23922.3,28347.841666666667
2021-03-19,34787.1,15771.05,16090.45,30916.9,54346.7,28948.5,61731.65,36771.15,78389.85,33887.8,50607.05,20402.8,38554.25
2021-03-20,40207.0,12495.8,11010.35,30892.8,50793.5,25298.45,56188.3,0.0,63737.25,24303.899999999998,43693.15,25920.45,32045.079166666666
2021-03-21,26401.25,10073.9,14813.0,49564.8,59452.1,49671.35,44104.55,0.0,76618.7,33174.05,50252.5,17418.5,35962.058333333334
2021-03-22,27504.8,13745.8,12408.05,37563.35,64350.8,30201.85,49851.5,0.0,75688.9,31824.95,37779.9,25182.5,33841.86666666667
2021-03-23,27037.15,15821.4,7172.7,44875.75,62020.45,22336.55,54826.35,38273.4,58393.0,26638.9,43469.35,18439.15,34942.0125
2021-03-24,26109.9,19431.6,10464.55,36160.95,43669.0,23851.7,49138.9,21202.35,60950.0,26030.65,40816.65,26750.65,32048.075
2021-03-25,23375.85,10971.2,10309.55,30078.5,64900.25,24806.55,50577.5,0.0,86430.6,27143.3,37492.35,23994.15,32506.65
2021-03-26,25787.15,16758.75,11521.25,45984.65,46073.7,28847.75,71639.4,0.0,78414.75,29265.3,50312.55,18151.9,35229.7625
2021-03-27,24286.2,29495.65,15078.5,38379.75,47276.55,31115.2,55203.95,0.0,88079.75,29984.9,46439.15,21186.95,35543.879166666666
2021-03-28,25576.5,15165.05,8904.55,31959.75,61557.15,35784.9,76582.0,14595.7,85502.3,25466.9,32747.95,22869.1,36392.65416666667
2021-03-29,20308.2,10707.5,10337.05,37654.45,66537.1,26224.25,49232.15,0.0,54772.1,27811.7,37431.95,19563.6,30048.3375
2021-03-30,19255.2,13412.0,9956.8,50686.7,61208.0,26174.05,51589.6,0.0,37033.45,25209.75,34969.05,20822.65,29193.104166666668
2021-03-31,19949.05,9743.9,8224.85,32819.55,53592.35,33251.75,47472.15,0.0,64346.3,29135.1,34682.3,14740.4,28996.475
2021-04-01,18940.4,15409.55,12186.25,36874.3,44392.35,29088.5,34245.95,0.0,58436.45,21066.4,26066.1,17086.5,26149.395833333332
2021-04-02,24318.15,23898.0,10430.25,40780.6,37223.6,39212.5,43803.35,13109.25,67090.65,30011.2,36391.45,22297.2,32380.516666666666
2021-04-03,37496.3,17048.95,11360.55,23273.2,32844.75,14862.4,51718.9,0.0,39400.0,24783.05,46299.2,18578.75,26472.170833333334
2021-04-04,45638.55,13179.75,9184.1,15534.9,39296.35,21952.15,41387.5,0.0,32461.2,19449.6,25813.95,20568.5,23705.545833333334
2021-04-05,38875.45,7818.2,10560.6,35363.3,50421.75,21184.3,71761.9,0.0,66994.4,25284.4,18936.7,17272.1,30372.75833333333
2021-04-06,39848.0,9434.5,9424.8,40749.95,45367.45,20841.9,56610.75,0.0,80015.4,27964.600000000002,42986.55,20725.7,32830.8
2021-04-07,44210.2,14859.75,12145.95,45864.4,49202.45,21546.9,47915.8,0.0,74347.0,27911.55,35496.0,25022.9,33210.24166666667
2021-04-08,36441.55,14304.8,19527.7,39558.7,34910.0,25308.45,60920.8,3824.5,53072.85,29612.2,45766.55,20557.8,31983.825
2021-04-09,21222.8,6474.55,11395.2,38508.85,40468.75,63890.5,65362.55,0.0,55524.5,29242.95,44867.35,16072.65,32752.554166666665
2021-04-10,28225.05,30836.4,14414.0,37265.3,42738.8,19145.8,60903.65,0.0,71906.4,25283.4,37670.65,25714.45,32841.99166666667
2021-04-11,18248.8,12202.95,14537.9,49972.15,44895.9,21324.3,36772.45,0.0,64232.1,31819.95,19816.05,16828.3,27554.2375
2021-04-12,19725.55,21156.0,13372.7,33803.3,54360.7,17883.85,43402.95,0.0,79353.9,28963.95,37578.1,20962.45,30880.2875
2021-04-13,26101.35,23998.55,9806.2,23315.2,65826.5,30999.983333333334,54122.3,31289.7,61628.7,27267.35,49338.05,17234.1,35077.33194444444
2021-04-14,24955.1,7651.6,12180.95,33162.4,60827.25,31709.3,61372.9,0.0,64225.35,27908.15,27617.95,23312.95,31243.658333333333
2021-04-15,19207.25,14745.45,14950.05,31218.6,71495.7,26339.6,57561.9,35887.8,64209.55,26294.05,33722.45,14996.45,34219.07083333333
2021-04-16,24141.8,14108.45,8375.65,30415.0,48349.25,25923.85,59750.25,0.0,82418.85,25438.2,30847.55,17434.65,30600.291666666664
2021-04-17,41458.95,14753.05,12370.65,23612.55,54562.8,32226.05,55291.75,0.0,85888.55,27655.05,37159.55,13639.25,33218.183333333334
2021-04-18,45358.45,11356.9,8819.0,12994.85,55647.35,40260.6,57355.4,0.0,62277.05,28946.4,27653.25,21439.2,31009.0375
2021-04-19,40685.55,9039.45,12588.05,35738.9,44640.15,31456.2,119629.6,0.0,47476.0,25502.75,34081.2,17680.85,34876.558333333334
2021-04-20,36845.9,7738.4,10231.65,34718.9,56462.35,28570.3,49631.55,0.0,65198.8,29542.7,47889.85,21666.5,32374.74166666667
2021-04-21,24707.35,13917.55,11740.25,27823.5,52447.1,25466.95,45901.65,0.0,71584.7,26278.95,33756.5,19850.75,29456.270833333332
2021-04-22,18339.25,9992.55,10128.95,36156.8,55263.8,25198.65,42064.7,0.0,51023.0,25610.8,32794.8,18563.3,27094.716666666667
2021-04-23,20805.85,12532.9,10095.0,29940.7,50807.65,22109.85,40966.5,39504.9,112198.55,24460.05,27302.7,17804.55,34044.1
2021-04-24,33922.0,15352.25,10482.7,33953.45,48163.65,31293.8,46189.95,23585.6,98120.3,22799.9,35361.25,14631.75,34488.05
2021-04-25,27227.9,12660.9,6131.9,27979.7,51600.05,44048.9,44892.7,19515.2,98363.0,21730.35,29666.4,21042.35,33738.27916666667
2021-04-26,24545.35,10977.4,9690.35,35878.7,56610.5,24049.0,39372.3,24981.75,80736.25,24122.95,34807.25,18111.95,31990.3125
2021-04-27,23796.3,6643.7,11412.4,36154.05,48348.0,22264.35,21459.45,15553.45,69266.25,22855.55,33218.7,18615.35,27465.629166666666
2021-04-28,19894.55,13932.65,10155.8,39140.1,62417.25,26701.15,47058.7,16760.15,78778.8,21737.55,22234.1,17461.05,31355.9875
2021-04-29,21170.95,7286.85,8662.2,45781.45,70945.45,33832.45,26405.4,16824.4,109980.4,28189.3,23821.2,17739.683333333334,34219.97777777778
2021-04-30,29387.4,7374.8,11365.3,18033.55,43389.4,27416.9,33820.5,19592.65,77921.05,25667.25,25480.55,21363.4,28401.0625
2021-05-01,42528.05,8949.8,8520.4,9052.15,47012.9,26266.2,42005.55,13566.7,82722.85,36716.25,25479.8,16467.75,29940.7
2021-05-02,35908.25,6805.85,16465.25,24294.25,55453.95,56386.65,61780.3,22946.25,68291.75,23494.0,23222.25,16508.3,34296.42083333333
2021-05-03,39323.95,10748.8,9528.85,11901.0,44116.25,22258.95,35368.0,17966.9,73150.35,27289.9,23983.15,16281.949999999999,27659.8375
2021-05-04,36214.35,7297.3,9225.95,21898.5,45618.25,20899.4,47546.75,13741.9,78087.3,29033.0,49498.65,15867.4,31244.0625
2021-05-05,37488.85,12978.35,10578.7,31059.85,40050.35,18945.0,60548.8,12591.7,85115.7,25388.75,29377.8,19896.95,32001.733333333334
2021-05-06,34355.5,13696.55,10799.75,27054.35,30836.6,24668.05,23002.45,12235.8,89731.4,26026.9,32709.9,16268.35,28448.8
2021-05-07,31150.45,12772.4,9572.9,42159.8,49167.2,33549.65,48974.6,12067.55,92236.35,31403.899999999998,28843.9,15436.15,33944.57083333333
2021-05-08,27896.9,19282.35,8767.6,39024.0,55583.1,33166.55,39447.9,16097.25,104513.75,20093.4,18332.55,19056.65,33438.5
2021-05-09,30752.25,12099.949999999999,14026.65,39250.75,49135.1,29458.95,56930.9,23861.7,62811.0,23377.05,20325.0,18585.55,31717.904166666667
2021-05-10,32517.7,26384.05,8659.5,22929.4,40496.4,25059.7,39586.9,11406.65,64641.75,28448.7,32415.75,20980.65,29460.595833333333
2021-05-11,22545.65,5650.1,8771.6,20241.05,46169.55,24265.7,40668.55,12882.45,117888.6,24730.75,49431.95,14641.5,32323.954166666666
2021-05-12,18748.4,6239.25,11925.25,31440.2,32236.35,64058.05,52018.15,22679.55,92259.55,26592.0,22259.85,19284.45,33311.754166666666
2021-05-13,24810.55,12167.7,8375.2,24505.3,68591.5,12267.45,38877.0,13280.85,82993.0,21487.9,26734.95,17527.45,29301.57083333333
2021-05-14,32478.2,12681.5,14318.15,30018.8,52901.15,14297.65,43210.25,14915.1,71943.1,21641.3,41610.55,16244.550000000001,30521.691666666666
2021-05-15,28873.5,7454.85,8102.35,23109.35,38800.5,9752.65,34695.4,11324.45,109763.55,24191.05,26432.75,22726.55,28768.9125
2021-05-16,39552.3,10915.0,13322.9,30183.75,30113.05,27492.3,55084.5,18417.05,65373.05,26419.0,19560.65,16027.85,29371.783333333333
2021-05-17,27892.6,8480.9,9136.15,38759.0,44450.05,23399.1,41752.9,11807.55,65420.45,17213.6,45745.35,18935.05,29416.058333333334
2021-05-18,25657.2,4445.3,11173.05,26646.7,51704.75,28290.15,45481.7,21087.45,87009.35,10891.5,45163.2,16611.25,31180.13333333333
